Lambda,Average Throughput,Average Turnaround Time,Cpu Utilization,Average Wait Time, Average Queue Length, Final Clock Time
1.000000,1.087233,0.059425,6.460914,0.000000,0.000000,9197662
2.000000,2.175635,0.059425,12.928774,0.000000,0.000000,4596360
3.000000,3.265228,0.059425,19.403717,0.000000,0.000000,3062573
4.000000,4.355947,0.059425,25.885345,0.000000,0.000000,2295712
5.000000,5.447783,0.059425,32.373615,0.000000,0.000000,1835609
