Lambda,Average Throughput,Average Turnaround Time,Cpu Utilization,Average Wait Time, Average Queue Length, Final Clock Time
1.000000,1.087242,0.059425,6.460968,0.000000,0.000000,9197584
2.000000,2.175672,0.059425,12.928993,0.000000,0.000000,4596282
3.000000,3.265311,0.059425,19.404211,0.000000,0.000000,3062495
4.000000,4.356095,0.059425,25.886227,0.000000,0.000000,2295634
5.000000,5.448015,0.059425,32.374992,0.000000,0.000000,1835531
